Timestamp,"system.PHX.SP1.na44:CpuPerc.cpu.user{podtype=Pri,hostState=unknown}"
1499754601000,1.4663425803846784
1499754602000,1.4738958214782178
1499754657000,2.010018527524338
1499754661000,2.0393426024996573
1499754662000,2.0314953803891935
1499754717000,1.4410092703253032
1499754721000,1.4036574189861615
1499754722000,1.4052476968988779
1499754777000,1.6139166794882884
1499754781000,1.6284259385201665
1499754782000,1.6275532530020504
1499754837000,1.5250648279488082
1499754841000,1.5165370505137576
1499754842000,1.5125046433736056
1499754897000,1.2489629729506042
1499754901000,1.2330185282395945
1499754902000,1.2427777874780197
1499754957000,1.9465740908847917
1499754961000,1.996425943043497
1499754962000,1.9940740906902485
1499755017000,1.699722215632598
1499755021000,1.6772777694794867
1499755022000,1.6793518438210917
1499755077000,1.9263425817920101
1499755081000,1.942972211407291
1499755082000,1.9399999888613817
1499755137000,1.6161110967397687
1499755141000,1.595222207489941
1499755142000,1.594222207903448
1499755197000,1.611027783287896
1499755201000,1.6132870443330871
1499755202000,1.62049074806273
1499755257000,2.0869722367988692
1499755261000,2.1183796444700826
1499755262000,2.1198055701992575
1499755317000,2.149342592044009
1499755321000,2.151379628015889
1499755322000,2.1497222204651267
1499755377000,2.0295370186534196
1499755381000,2.020981461712056
1499755382000,2.017148128380585
1499755437000,1.7620092527071638
1499755441000,1.74286110572103
1499755442000,1.74063888361781
1499755497000,1.6897129618086748
1499755501000,1.7024537026633821
1499755502000,1.748944444389393
1499755557000,4.773435252433021
1499755561000,4.96491673881809
1499755562000,4.931620442273301
1499755617000,2.186203723086251
1499755621000,1.9979814972976844
1499755622000,1.9878889039696912
1499755677000,1.86312037171589
1499755681000,1.8538611114687389
1499755682000,1.8477129637036058
1499755737000,1.4520185369253158
1499755741000,1.4255370566662815
1499755742000,1.4229282601508828
1499755797000,1.313055556358563
1499755801000,1.3030277770012617
1499755802000,1.302365739649783
1499755857000,1.2776666516810655
1499755861000,1.2786851692861982
1499755862000,1.280145817781902
1499755917000,1.4083518607583307
1499755921000,1.4164537145942449
1499755922000,1.4162361219297683
1499755977000,1.3854259289056061
1499755981000,1.3839259279602105
1499755982000,1.3876851874838272
1499756037000,1.6066666827764775
1499756041000,1.6217407583693664
1499756042000,1.6238472395286794
1499756097000,1.7010000000728498
1499756101000,1.7070555541498795
1499756102000,1.7070138873056406
1499756157000,1.766851839530799
1499756161000,1.7706481349137093
1499756162000,1.7718518385063453
1499756217000,1.781018509748909
1499756221000,1.7798333247833782
1499756222000,1.7738425842548406
1499756277000,1.401064801149898
1499756281000,1.3773240599118999
1499756282000,1.3788148009052708
1499756337000,1.5433055715676811
1499756341000,1.554379648293058
1499756342000,1.5553148332258893
1499756397000,1.548694438777036
1499756401000,1.5472499924484224
1499756402000,1.546462955578334
1499756457000,1.5296574094477629
1499756461000,1.5285833360503116
1499756462000,1.527861113612436
1499756517000,1.4896666594925854
1499756521000,1.4869999919831753
1499756522000,1.4888240660188925
1499756577000,1.6156296197076638
1499756581000,1.6267777676549224
1499756582000,1.6252499900509911
1499756637000,1.4806203658547663
1499756641000,1.4673611071374681
1499756642000,1.470259254939027
1499756697000,1.6902592436472574
1499756701000,1.7059999837146864
1499756702000,1.7016851692419088
1499756757000,1.3879814807077253
1499756761000,1.3675000001076194
1499756762000,1.3695462964702811
1499756817000,1.5701944443831837
1499756821000,1.5862314813666876
1499756822000,1.5917939811458608
1499756877000,1.9028240676638153
1499756881000,1.9228888826279176
1499756882000,1.9218587902447004
1499756937000,1.8254814811175066
1499756941000,1.815546295626296
1499756942000,1.8081620365174282
1499756997000,1.3073055698639815
1499757001000,1.2741759416543776
1499757002000,1.274388904397686
1499757057000,1.4118888852745295
1499757061000,1.4210740687698125
1499757062000,1.4227499946496556
1499757117000,1.4930277798490394
1499757121000,1.501324076776703
1499757122000,1.506537040010509
1499757177000,1.888990743797686
1499757181000,1.9130648181007968
1499757182000,1.9133958362870749
1499757237000,1.758453707810905
1499757241000,1.748037041210466
1499757242000,1.7457013936361507
1499757297000,1.6635833545857006
1499757301000,1.658500022565325
1499757302000,1.6592731701893109
1499757357000,1.7058703742673003
1499757361000,1.7091481501526302
1499757362000,1.710703705685834
1499757417000,1.8278333258297712
1499757421000,1.8376481405066118
1499757422000,1.8383796221473152
1499757477000,1.868425925986634
1499757481000,1.8702407411403124
1499757482000,1.8752129633703993
1499757537000,2.2174351933101812
1499757541000,2.2367685271799567
1499757542000,2.235476860681342
1499757597000,2.01165742183725
1499757601000,2.0032685335311626
1499757602000,2.003976866836763
1499757657000,2.1559907556573554
1499757661000,2.159712977591488
1499757662000,2.1562870514372157
1499757717000,1.9006388819879954
1499757721000,1.8870092510928709
1499757722000,1.8890555473396349
1499757777000,2.075953701991174
1499757781000,2.0850277764764096
1499757782000,2.077138887652092
1499757837000,1.5220462976396085
1499757841000,1.4841944457590581
1499757842000,1.4822500012421775
1499757897000,1.431833324035009
1499757901000,1.4325740641107163
1499757902000,1.4406411937293082
1499757957000,1.9882222218397592
1499757961000,2.0233425928072797
1499757962000,2.023668981881605
1499758017000,1.9499537033753263
1499758021000,1.943074073948794
1499758022000,1.9339398144040671
1499758077000,1.3602592492186363
1499758081000,1.3223518409248853
1499758082000,1.3267962858556877
1499758137000,1.718416688318054
1499758141000,1.7467870613849825
1499758142000,1.7539560424784815
1499758197000,2.1156574010435074
1499758201000,2.1443703617817826
1499758202000,2.1457430471376417
1499758257000,2.1901759346657323
1499758261000,2.184851861033175
1499758262000,2.178458342086524
1499758317000,1.7539907152619625
1499758321000,1.7269351578917769
1499758322000,1.7221064543165268
1499758377000,1.5074536933170426
1499758381000,1.4944351759470174
1499758382000,1.4975416574171851
1499758437000,1.7239073955929944
1499758441000,1.738777765615119
1499758442000,1.7412036919593805
1499758497000,1.8573148207366463
1499758501000,1.866277784920401
1499758502000,1.8699074141846763
1499758557000,2.1118055456380045
1499758561000,2.1281759152644213
1499758562000,2.1258055453644036
1499758617000,1.8492778017123543
1499758621000,1.828314840959178
1499758622000,1.8237176186963917
1499758677000,1.6258703818586138
1499758681000,1.6150370475318698
1499758682000,1.618597232432415
1499758737000,1.9055648098554872
1499758741000,1.9246574011362263
1499758742000,1.9271574013887187
1499758797000,2.0223889042851
1499758801000,2.0285370539211565
1499758802000,2.0274259425451358
1499758857000,1.9204814835306665
1499758861000,1.913888890147209
1499758862000,1.912928242503355
1499758917000,1.8651852025422784
1499758921000,1.8628981664031743
1499758922000,1.8714560359157624
1499758977000,2.4521388707641103
1499758981000,2.489407386928797
1499758982000,2.4808934982824655
1499759037000,1.8557777747677433
1499759041000,1.8129814795653025
1499759042000,1.8086203685051039
1499759097000,1.597787024858925
1499759101000,1.5842685059458017
1499759102000,1.5886504505015906
1499759157000,1.9147037036799723
1499759161000,1.9357500003112689
1499759162000,1.9320023153701587
1499759217000,1.6204629827704695
1499759221000,1.6008055772135656
1499759222000,1.6081990955024958
1499759277000,2.1533611116558316
1499759281000,2.19112036894593
1499759282000,2.1879999986435803
1499759337000,1.9023055574546253
1499759341000,1.8801574098318816
1499759342000,1.878018520731065
1499759397000,1.7924629593474994
1499759401000,1.7907592552486393
1499759402000,1.7989074034388692
1499759457000,2.3259907366583747
1499759461000,2.360472218402558
1499759462000,2.354925921936002
1499759517000,1.894046278571089
1499759521000,1.8610092400014402
1499759522000,1.862777758863651
1499759577000,2.058842593067223
1499759581000,2.0743240762336383
1499759582000,2.0745740764463942
1499759637000,2.0811944653176595
1499759641000,2.081194466609094
1499759642000,2.0889907625979847
1499759697000,2.5890833431399525
1499759701000,2.626675934650832
1499759702000,2.6188240825612508
1499759757000,1.9903981270475515
1499759761000,1.9401018290470045
1499759762000,1.9343610889174874
1499759817000,1.725055574749907
1499759821000,1.7126111329346896
1499759822000,1.7163148360451064
1499759877000,1.9164536957028842
1499759881000,1.9328611013044914
1499759882000,1.9343703607283529
1499759937000,2.110064813254608
1499759941000,2.1206574061181813
1499759942000,2.1224351838624314
1499759997000,2.126509250750144
1499760001000,2.1289907321085533
1499760002000,2.1332036952715776
1499760057000,2.389361119510399
1499760061000,2.4065833427922594
1499760062000,2.4026666760858566
1499760117000,2.1454907440890874
1499760121000,2.123972225007084
1499760122000,2.117666669477605
1499760177000,1.7336851884590254
1499760181000,1.7101666696949138
1499760182000,1.71346759568072
1499760237000,2.0304814898057115
1499760241000,2.0513518611755637
1499760242000,2.0532176019375523
1499760297000,2.0957407502830026
1499760301000,2.099055564602216
1499760302000,2.100287046136541
1499760357000,2.1537592775788568
1499760361000,2.158537056156331
1499760362000,2.1562222412704597
1499760417000,2.0166851901263003
1499760421000,2.0041666708886625
1499760422000,1.9983611154349317
1499760477000,1.6423889046410725
1499760481000,1.6179444607430034
1499760482000,1.6196389046849473
1499760537000,1.7785277688503267
1499760541000,1.796675914708111
1499760542000,1.8118796178222532
1499760597000,2.8161388446556193
1499760601000,2.8766943991267016
1499760602000,2.8649652333474824
1499760657000,1.8720370380166504
1499760661000,1.805750003432234
1499760662000,1.8041967630489835
1499760717000,1.898027797829774
1499760721000,1.9047777988844448
1499760722000,1.9018287247978152
1499760777000,1.6937963166998493
1499760781000,1.6792222429563601
1499760782000,1.6804722425693441
1499760837000,1.8235740750779708
1499760841000,1.8347962956875565
1499760842000,1.8405277768067188
1499760897000,2.1639073933081496
1499760901000,2.1850185035417478
1499760902000,2.1788333190915483
1499760957000,1.7592037255151403
1499760961000,1.7301666910863587
1499760962000,1.729629653690176
1499761017000,1.6843055530637505
1499761021000,1.68260184744166
1499761022000,1.6887962918873458
1499761077000,2.142546300697658
1499761081000,2.173472227172719
1499761082000,2.173638893572821
1499761137000,2.1043796215951445
1499761141000,2.1026018427891864
1499761142000,2.109462954219844
1499761197000,2.5733981472667713
1499761201000,2.599990741088986
1499761202000,2.589518518423041
1499761257000,1.837342575863004
1499761261000,1.7869351667745248
1499761262000,1.785435167387542
1499761317000,1.7895092727492254
1499761321000,1.7909907564686405
1499761322000,1.7927777932439415
1499761377000,1.9236574065354135
1499761381000,1.9319166647808421
1499761382000,1.9332314795504015
1499761437000,2.0192962933331726
1499761441000,2.0245185154096945
1499761442000,2.0214722191501
1499761497000,1.7877222187403181
1499761501000,1.7733518478688266
1499761502000,1.7785277738504939
1499761557000,2.170657413345244
1499761561000,2.1960277850180865
1499761562000,2.1941759333883724
1499761617000,1.9777407531357478
1499761621000,1.9662222350140413
1499761622000,1.9732963089727693
1499761677000,2.466259268505705
1499761681000,2.4979259342617457
1499761682000,2.4933588044945565
1499761737000,2.1464259231587253
1499761741000,2.1273055527938736
1499761742000,2.139192126784474
1499761797000,2.9360555500619947
1499761801000,2.983046290005247
1499761802000,2.968865734369804
1499761857000,1.9205555530471932
1499761861000,1.8543518501520155
1499761862000,1.8619976834404386
1499761917000,2.5733055435700556
1499761921000,2.6199999869159525
1499761922000,2.6205069316602825
1499761977000,2.4640370417179325
1499761981000,2.452842598449853
1499761982000,2.44441204275522
1499762037000,1.9659629605462154
1499762041000,1.9347962934772174
1499762042000,1.9408333309305206
1499762097000,2.397129648178816
1499762101000,2.4245740942739777
1499762102000,2.416518538478348
1499762157000,1.8476759360813426
1499762161000,1.8097870464374621
1499762162000,1.8117870461609629
1499762217000,2.0333148116452824
1499762221000,2.052907403028674
1499762222000,2.0538703660335806
1499762277000,2.054379619343413
1499762281000,2.0472685078779858
1499762282000,2.0455092488539717
1499762337000,1.9395833446085453
1499762341000,1.935509272341927
1499762342000,1.9347523277356398
1499762397000,1.9201111039602092
1499762401000,1.918935176730156
1499762402000,1.9208911951051817
1499762457000,2.0187962890333595
1499762461000,2.026249992458357
1499762462000,2.0266620298930342
1499762517000,2.095666688192222
1499762521000,2.1014629865603314
1499762522000,2.1044907645425863
1499762577000,2.2099074206004534
1499762581000,2.21590741996136
1499762582000,2.2115555677728524
1499762637000,1.9798426008638406
1499762641000,1.962250007962187
1499762642000,1.9612685266675216
1499762697000,1.9057592791401676
1499762701000,1.9039815020478434
1499762702000,1.9050740940247974
1499762757000,1.9977592434071836
1499762761000,2.0029444263130425
1499762762000,1.999935167566356
1499762817000,1.7814629657649332
1499762821000,1.7651296338770126
1499762822000,1.7622222260965246
1499762877000,1.6206481431590192
1499762881000,1.612981475541989
1499762882000,1.618685179114756
1499762937000,1.9848425730069479
1499762941000,2.0102870171351563
1499762942000,2.0142222030771277
1499762997000,2.2332037237534923
1499763001000,2.2480926148758993
1499763002000,2.2469606702226317
1499763057000,2.101694461347328
1499763061000,2.0915740904750093
1499763062000,2.089932886963296
1499763117000,2.0373518794899184
1499763121000,2.033972251440088
1499763122000,2.034928269730881
1499763177000,2.1109351938797367
1499763181000,2.1158703769288127
1499763182000,2.111081024579083
1499763237000,1.7834999888762828
1499763241000,1.760083320993516
1499763242000,1.7659722099018595
1499763297000,2.1947685019257994
1499763301000,2.2255462794337006
1499763302000,2.2217777611522207
1499763357000,1.8907592571278413
1499763361000,1.8651666657957764
1499763362000,1.8599583324541649
1499763417000,1.6167870235608683
1499763421000,1.6050648005803427
1499763422000,1.614499985935787
1499763477000,2.231722233063645
1499763481000,2.2701296419815886
1499763482000,2.267111123640918
1499763537000,1.9798889029439952
1499763541000,1.9625185326900747
1499763542000,1.9627963098386922
1499763597000,2.0264536874989667
1499763601000,2.0308240554316175
1499763602000,2.0360092410051993
1499763657000,2.351750010392733
1499763661000,2.370787049896187
1499763662000,2.3601759390657144
1499763717000,1.6441574165556163
1499763721000,1.5940463050454854
1499763722000,1.591025471462765
1499763777000,1.553722225262059
1499763781000,1.5564907436031434
1499763782000,1.5693773176800463
1499763837000,2.3148055600333546
1499763841000,2.3629814858486258
1499763842000,2.359986115207689
1499763897000,2.1137592533313563
1499763901000,2.0965555487904286
1499763902000,2.0949999936297536
1499763957000,1.9697222317424086
1499763961000,1.9614629737536113
1499763962000,1.9615763997948839
1499764017000,2.0273981668551766
1499764021000,2.0331481675969227
1499764022000,2.035622704337454
1499764077000,2.218064817173613
1499764081000,2.2292962973233728
1499764082000,2.2246620379988515
1499764137000,1.876583332162764
1499764141000,1.8526388875891766
1499764142000,1.8534629619887302
1499764197000,1.9171203843835325
1499764201000,1.9202314963936804
1499764202000,1.9188240883768433
1499764257000,1.8459999836981298
1499764261000,1.842740722629759
1499764262000,1.843962945387595
1499764317000,1.9539629704753554
1499764321000,1.9624074163536231
1499764322000,1.965523156726526
1499764377000,2.1414722207685317
1499764381000,2.1517870349685353
1499764382000,2.1456458313845927
1499764437000,1.7238518419199513
1499764441000,1.6946573965830936
1499764442000,1.6972430447820157
1499764497000,1.885796295114689
1499764501000,1.901842592317197
1499764502000,1.9102453699563113
1499764557000,2.4747592628747226
1499764561000,2.511000004236897
1499764562000,2.503048615801251
1499764617000,1.8681296364217994
1499764621000,1.8285833399825624
1499764622000,1.8326689876491824
1499764677000,2.230527781744798
1499764681000,2.2535370408329696
1499764682000,2.254606485803508
1499764737000,2.2487500148018205
1499764741000,2.2483240897705152
1499764742000,2.245324089516782
1499764797000,2.0329629731923338
1499764801000,2.0182222319973837
1499764802000,2.0166551024135617
1499764857000,1.970694454842144
1499764861000,1.9662037145098052
1499764862000,1.9643935288468166
1499764917000,1.85006479109327
1499764921000,1.8468610844098856
1499764922000,1.8509930292392776
1499764977000,2.149037051805192
1499764981000,2.165379647678799
1499764982000,2.162819462673118
1499765037000,1.9313611236711339
1499765041000,1.9184907526771229
1499765042000,1.9195648263788057
1499765097000,2.0489166562921475
1499765101000,2.057064802745978
1499765102000,2.061472210439129
1499765157000,2.2957315004699765
1499765161000,2.315064836409357
1499765162000,2.3209352073725316
1499765217000,2.6478796659658355
1499765221000,2.6662500368927917
1499765222000,2.66087040620442
1499765277000,2.262629610146914
1499765281000,2.2336666436907318
1499765282000,2.227212939837741
1499765337000,1.924712939883272
1499765341000,1.9070092357777888
1499765342000,1.9086481252105696
1499765397000,2.036981481172972
1499765401000,2.0475740755349396
1499765402000,2.059546297345724
1499765457000,2.780657398940788
1499765461000,2.8283240648193493
1499765462000,2.8209259173418912
1499765517000,2.2393518646144206
1499765521000,2.1980926070113975
1499765522000,2.1935995508833885
1499765577000,2.031527766452895
1499765581000,2.0224814686261947
1499765582000,2.0223402649309077
1499765637000,2.037490728356772
1499765641000,2.0368148019082017
1499765642000,2.0416435059304865
1499765697000,2.3591666730576093
1499765701000,2.3821111189242865
1499765702000,2.385324081983418
1499765757000,2.4724074113782915
1499765761000,2.4750740782088703
1499765762000,2.466490744441334
1499765817000,1.941444438348214
1499765821000,1.908629622484247
1499765822000,1.9100185117663613
1499765877000,2.0908055655741027
1499765881000,2.1022500116046934
1499765882000,2.1003240856114362
1499765937000,1.9582407466322178
1499765941000,1.947722227267093
1499765942000,1.950898153063738
1499765997000,2.178027776554227
1499766001000,2.196472221000327
1499766002000,2.2017129620702733
1499766057000,2.474675950424539
1499766061000,2.4918981744183437
1499766062000,2.4913241003226076
1499766117000,2.430722223967314
1499766121000,2.424351851584183
1499766122000,2.4202777770906683
1499766177000,2.187546302651365
1499766181000,2.177324080914259
1499766182000,2.180314821872032
1499766237000,2.408972209162182
1499766241000,2.420935170675317
1499766242000,2.4186573921889063
1499766297000,2.211388861892952
1499766301000,2.19531478703022
1499766302000,2.189157380445136
1499766357000,1.788370375037193
1499766361000,1.7593333399626945
1499766362000,1.7586574139342543
1499766417000,1.808055561300781
1499766421000,1.8170925989912616
1499766422000,1.8275277844361135
1499766477000,2.509935197383165
1499766481000,2.5534166785329577
1499766482000,2.5498518632600704
1499766537000,2.213740751238333
1499766541000,2.193074084868034
1499766542000,2.196388899675674
1499766597000,2.5487962901757824
1499766601000,2.5728333261857435
1499766602000,2.5686203633642033
1499766657000,2.027787033923798
1499766661000,1.9880092560582692
1499766662000,1.985333330037279
1499766717000,1.976675916430023
1499766721000,1.978268509068423
1499766722000,1.9829999905597007
1499766777000,2.4082314754939746
1499766781000,2.439379622952806
1499766782000,2.4408263819995852
1499766837000,2.3319722085032195
1499766841000,2.320796283342772
1499766842000,2.322233783710334
1499766897000,2.4669907367146684
1499766901000,2.4761481437666553
1499766902000,2.466865736372355
1499766957000,1.8952222331447734
1499766961000,1.857500012608038
1499766962000,1.8575092715376782
1499767017000,1.9099629512843157
1499767021000,1.9115925787720414
1499767022000,1.9106458199313947
1499767077000,1.8193611289891936
1499767081000,1.8157592794464696
1499767082000,1.8191736314383649
1499767137000,2.1088148331311016
1499767141000,2.1261389073150023
1499767142000,2.122717610562427
1499767197000,1.9075555377453561
1499767201000,1.895388868517346
1499767202000,1.898965257016114
1499767257000,2.0640925659156504
1499767261000,2.075694417146345
1499767262000,2.0765948805347505
1499767317000,2.042092596404255
1499767321000,2.0405833391265737
1499767322000,2.057884264894658
1499767377000,3.294111091552509
1499767381000,3.3816110897809266
1499767382000,3.3643286830114407
1499767437000,1.998240758048163
1499767441000,1.8964815019360846
1499767442000,1.8960231682585755
1499767497000,2.0729907458068597